Displaced,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Target
1,1,0,0,19,10.8,11.33333333,Graduate
0,1,0,0,19,12,12.83333333,Graduate
0,1,0,0,18,13.95833333,14.71875,Graduate
1,1,0,0,19,13,12.25,Dropout
1,1,0,1,24,0,0,Graduate
1,1,0,1,18,0,0,Graduate
1,1,0,1,18,14,14,Graduate
1,1,0,0,18,12.57142857,12.57142857,Graduate
1,1,0,0,19,12,11.33333333,Dropout
0,1,0,1,35,13.625,14,Graduate
1,1,0,0,19,12.5,10,Graduate
0,1,0,0,28,12.42857143,11.90909091,Dropout
0,1,0,0,21,13.3875,15.9,Graduate
1,1,0,1,19,12.64833333,12.20555556,Graduate
1,1,0,0,19,14,13.33333333,Graduate
0,1,0,0,18,12.8,11.85714286,Graduate
1,1,0,0,18,11.33333333,10.83333333,Graduate
1,0,0,0,19,0,0,Dropout
1,1,0,1,20,14.16666667,13,Graduate
1,1,0,0,18,12.83333333,13.83333333,Graduate
0,0,0,0,19,12,11.83333333,Dropout
1,1,0,1,20,13,13.14285714,Dropout
1,1,0,0,18,13.39,12.75714286,Graduate
1,0,0,0,18,12.33333333,13.6,Graduate
0,1,0,1,21,12.57142857,11.625,Graduate
1,1,0,1,19,12.33333333,12.83333333,Graduate
1,1,0,0,19,13,10.75,Graduate
0,1,0,0,19,12.33333333,10.25,Graduate
1,1,0,0,18,13.16666667,14.2,Dropout
0,1,0,1,18,13.33333333,13.6,Graduate
1,1,0,0,18,13,13.14285714,Graduate
0,1,0,0,31,10.9,11.7,Dropout
1,1,0,0,19,11.5,10.85714286,Graduate
1,1,0,1,20,15.85714286,16,Graduate
0,1,0,1,19,12.6,13,Dropout
0,1,0,1,19,14,14.57142857,Graduate
0,0,0,0,27,14.66666667,13,Dropout
1,1,0,1,18,13.66666667,14,Graduate
0,1,0,0,32,0,0,Dropout
1,1,0,0,18,12.62857143,12.62857143,Graduate
1,1,0,1,19,14.23285714,14.23285714,Graduate
0,1,0,0,19,15,14,Graduate
1,1,0,0,18,10,0,Dropout
1,1,0,1,18,12.25,11,Dropout
0,0,0,1,24,13.5,13,Graduate
1,1,0,1,19,12.2,11.5,Graduate
1,1,0,0,21,0,0,Dropout
1,1,0,0,19,12,12.75,Graduate
1,1,0,0,19,12.32,11.9,Graduate
1,1,0,1,36,12.35,12.5,Graduate
0,1,1,0,51,0,0,Dropout
1,1,1,1,20,11.33333333,10.57142857,Graduate
0,0,1,0,29,0,0,Dropout
0,0,1,0,27,11.6,12,Dropout
1,1,1,0,33,12,13.66666667,Graduate
0,0,1,0,57,11.75,12.22222222,Dropout
1,1,1,0,20,12.8,11.6,Graduate
0,1,1,0,26,11.33333333,13.66666667,Dropout
0,0,1,0,27,0,0,Graduate
0,1,1,0,19,10.8,12.25,Graduate
1,1,1,0,23,12.5,13.5,Dropout
0,1,1,0,27,15.2,14.16666667,Graduate
1,1,1,1,20,13.31428571,12.575,Graduate
0,1,0,1,19,13.09090909,12.08333333,Graduate
1,0,0,0,19,0,0,Dropout
1,1,0,0,20,12.2,11.5,Graduate
0,1,0,0,33,12.83333333,12,Graduate
1,1,0,0,22,11.2,12.42857143,Graduate
1,1,0,0,18,12.33333333,12,Graduate
0,1,0,0,27,15.94285714,15.94285714,Graduate
0,1,0,0,27,0,0,Dropout
1,1,0,0,19,10.25,10.71428571,Graduate
1,1,0,1,20,13.2,12.83333333,Graduate
0,1,0,1,23,14.16666667,12.5,Graduate
1,1,0,1,22,14.575,14.575,Graduate
1,1,0,1,18,10,0,Dropout
0,1,0,1,18,12.28571429,11.42857143,Graduate
0,1,0,1,31,14,12.33333333,Graduate
0,1,0,0,19,11.25,0,Dropout
1,1,0,0,19,11.6,11.66666667,Graduate
0,1,0,0,24,12,0,Dropout
0,1,0,0,19,13.47,13.32625,Graduate
1,1,0,0,19,12.4,12.8,Graduate
1,0,0,0,26,11.75,11.5,Dropout
1,0,1,0,27,0,0,Dropout
1,1,0,0,19,12,12.42857143,Graduate
0,1,0,0,29,15.33333333,15.4,Dropout
1,1,0,1,18,12.32,12.32,Graduate
1,1,0,0,19,13.79857143,14.75625,Graduate
1,1,0,0,18,13.16666667,12.5,Graduate
0,1,0,1,18,16.33333333,15.4,Graduate
1,1,0,0,19,0,0,Dropout
1,1,0,0,19,14.75714286,15.36666667,Graduate
1,1,0,0,19,11.66666667,12.33333333,Dropout
1,1,0,0,19,12.6,12.375,Graduate
0,1,0,0,19,11.66666667,11.5,Graduate
0,1,0,1,19,15,13.33333333,Graduate
1,0,0,0,18,0,0,Dropout
1,1,0,0,20,13.57142857,13.33333333,Graduate
0,1,0,0,20,10.8,11.5,Graduate
1,1,0,0,21,11.33333333,13.33333333,Graduate
0,1,0,0,31,11.4,12.83333333,Dropout
0,1,0,1,20,10.64285714,11.55,Graduate
1,1,0,1,19,10.5,11.75,Graduate
1,1,0,0,18,14.65,14.65,Graduate
1,1,0,1,19,13.71428571,14.86363636,Graduate
0,1,0,0,30,12.26666667,12.07142857,Graduate
1,1,0,0,21,10.375,11.66666667,Graduate
1,1,0,0,19,11,15.4,Graduate
1,1,0,0,22,13.8,13,Graduate
0,1,0,1,18,12.66666667,12.83333333,Graduate
1,1,0,0,18,11.75,12,Graduate
1,1,0,1,19,12.78571429,12.78571429,Graduate
1,1,0,0,18,14.44444444,13.33333333,Graduate
1,1,0,0,21,13.25,13.8375,Graduate
1,1,0,0,18,12.50625,13.2,Graduate
1,1,0,0,20,0,0,Graduate
1,1,0,0,18,12.75,11.75,Graduate
1,1,0,0,25,16.85714286,16.5,Graduate
0,1,0,0,19,13.16666667,15,Graduate
1,1,0,1,19,12.2,11.5,Graduate
1,1,0,0,26,16.5,14.28571429,Graduate
1,1,0,0,21,11.75,11.6,Graduate
0,1,0,0,19,11,0,Dropout
0,1,0,1,19,15.11428571,15.11428571,Graduate
1,1,0,1,18,15.5,14.28571429,Graduate
0,1,0,1,32,11.14285714,12,Graduate
0,1,0,1,18,11.33333333,11.33333333,Graduate
0,1,0,0,20,12.04,11.77142857,Graduate
0,1,0,0,20,11.16666667,10.75,Graduate
0,1,0,1,39,10.6,10.75,Graduate
1,1,0,0,20,12.5,13,Graduate
1,0,0,0,18,0,0,Dropout
0,1,0,1,18,15.66666667,13.83333333,Graduate
1,1,0,0,21,15.33333333,15,Graduate
1,1,0,0,18,12.18333333,11.78333333,Graduate
0,1,0,0,18,10,11.33333333,Graduate
1,1,0,0,21,12,11.25,Graduate
1,1,0,0,22,10.33333333,10,Dropout
1,1,1,0,21,11.16666667,14.66666667,Graduate
1,1,1,1,20,11,11.33333333,Graduate
1,1,1,1,21,0,0,Graduate
1,1,0,1,20,12.85714286,11.8,Graduate
1,1,0,0,19,14.32857143,14.32857143,Graduate
0,1,0,1,20,15,16.33333333,Graduate
1,1,0,0,19,13.6,12.4,Graduate
1,1,0,1,18,12.85714286,13.25,Graduate
1,1,0,0,18,14.5,10,Dropout
0,1,0,0,24,10.66666667,10.5,Dropout
0,0,0,1,21,13.42857143,11.33333333,Dropout
1,1,1,1,18,11.71666667,10.868,Graduate
1,1,1,1,20,12,12.8,Graduate
1,0,0,0,20,13.2,10.75,Dropout
1,1,0,0,18,12.2,12.25,Dropout
1,1,0,1,25,12.58,12.15714286,Graduate
1,1,0,1,19,11.33333333,10.83333333,Graduate
0,1,1,0,35,0,0,Dropout
1,1,0,1,19,12.42857143,14,Graduate
1,1,1,1,18,13,13,Dropout
0,1,1,0,19,14.53571429,14.53571429,Graduate
1,1,1,1,19,11.2,11.2,Graduate
0,1,1,0,18,16,13.66666667,Graduate
1,1,1,0,24,13.14285714,12.66666667,Dropout
1,1,1,0,25,11.6875,11.14285714,Graduate
1,1,1,0,28,10.5,11,Graduate
0,1,1,1,19,13.83333333,13.66666667,Graduate
0,1,1,0,19,0,0,Dropout
0,0,1,1,30,0,0,Dropout
1,1,1,0,19,0,0,Dropout
1,1,1,0,21,10,0,Dropout
0,1,1,0,19,0,0,Dropout
0,0,1,0,29,0,0,Dropout
0,1,1,0,18,12.6,13,Dropout
0,1,1,0,21,11.25,11,Graduate
0,1,1,0,20,12.375,11.25,Dropout
0,1,1,0,24,10.71428571,12.55555556,Graduate
1,0,1,0,18,0,0,Dropout
1,1,1,0,23,12,12.14285714,Graduate
1,1,1,0,19,12.6,12.66666667,Graduate
0,1,1,0,35,0,0,Dropout
1,1,1,0,20,12.84142857,12.84142857,Graduate
0,1,1,0,33,0,0,Dropout
1,1,1,0,18,14.16666667,12.83333333,Graduate
1,1,1,0,20,12.16666667,12,Graduate
1,1,1,0,19,10.8,11,Dropout
1,1,1,0,18,13,0,Dropout
0,0,1,0,28,0,0,Dropout
0,1,1,0,18,13,13.33333333,Graduate
1,1,1,0,25,11.57142857,11.57142857,Dropout
0,0,1,0,19,11.5,11,Dropout
0,1,1,0,18,11,10.75,Graduate
1,1,1,0,29,17.11111111,15.57142857,Graduate
1,1,1,0,18,0,0,Graduate
0,1,1,1,20,12.57142857,12.16666667,Graduate
0,1,1,0,20,0,0,Dropout
1,1,1,0,18,14.5,15.16666667,Graduate
1,1,1,1,21,13.5,12.33333333,Graduate
0,0,1,0,18,11.2,10,Dropout
1,1,1,0,20,10.66666667,12.25,Graduate
0,1,0,0,23,11,11.57142857,Graduate
0,1,0,0,26,0,0,Dropout
0,1,0,0,19,10,0,Dropout
1,0,0,1,24,12.36,12,Dropout
1,1,0,1,20,15.25,14.71428571,Graduate
1,0,0,0,26,0,0,Dropout
0,1,0,0,31,13,12.25,Dropout
1,1,0,0,27,13.81375,13.81375,Graduate
0,1,0,0,24,13.28571429,12.875,Graduate
1,1,0,0,23,11.5,12.2,Graduate
1,1,0,1,20,11.9625,13.04444444,Graduate
1,1,0,0,20,13.68333333,13.11666667,Graduate
1,1,0,0,24,14.98571429,14.98571429,Graduate
0,1,0,0,39,11.25,11.5,Graduate
1,1,0,0,18,12.5,12.6,Graduate
0,1,0,0,20,0,0,Dropout
1,1,0,0,18,13.78,13.661,Graduate
1,1,0,0,19,13.805,14.2725,Graduate
1,1,0,0,18,13.8,12.6,Graduate
1,1,0,0,22,12.66666667,12,Graduate
1,1,0,0,18,14.42428571,13.9375,Graduate
0,1,0,1,18,13.16666667,12.5,Graduate
0,1,0,0,30,10.66666667,10.4,Graduate
0,1,0,0,34,12.07142857,12.27272727,Graduate
0,1,0,0,38,10.25,12,Dropout
1,1,0,1,19,14.11,14.11,Graduate
1,1,0,0,19,12.4,10.66666667,Dropout
0,0,0,0,21,12,12,Dropout
1,1,0,1,18,14.83333333,13.5,Graduate
1,1,0,1,20,15.42857143,13.5,Graduate
0,1,0,1,18,11.6,11.4,Graduate
1,1,0,0,18,14.16666667,14,Graduate
1,1,0,1,36,9.8,0,Dropout
1,1,0,1,18,10.71428571,11,Graduate
1,1,0,1,21,0,0,Dropout
1,1,0,1,21,12.33333333,13,Dropout
0,1,0,0,18,13,12.25,Graduate
1,1,0,0,18,11.4,11.25,Graduate
1,1,0,0,19,12.76666667,12.76666667,Graduate
0,1,0,0,29,12.6,12.66666667,Graduate
0,1,0,1,20,13,13.4,Graduate
1,1,0,0,18,14.31666667,14.31666667,Graduate
1,1,0,0,19,12.75,12,Graduate
1,1,0,1,19,13.4,12.6,Graduate
0,0,0,0,37,0,0,Dropout
1,1,0,1,18,15.75,13.8,Graduate
1,1,0,0,21,12.4,11,Dropout
0,1,0,1,19,11.5,12.33333333,Graduate
0,1,0,0,19,13.4,14,Graduate
0,1,0,1,35,11.66666667,11.8,Graduate
0,1,0,0,30,0,0,Dropout
1,1,0,0,27,13.28571429,11.6,Dropout
0,1,0,1,45,11.5,10.5,Dropout
0,1,0,1,50,13.25,11.71428571,Graduate
0,1,0,0,41,12.25,13.4,Graduate
1,1,0,0,26,12,12,Graduate
0,1,0,0,44,12,0,Dropout
0,1,0,0,23,10.92307692,11.14285714,Graduate
0,1,0,0,34,12,11,Dropout
1,1,0,1,21,13.71428571,14.4,Graduate
1,1,0,0,22,10,13,Dropout
0,1,0,1,32,10.33333333,11.5,Graduate
1,1,0,0,20,12.72857143,14.625,Graduate
0,0,0,0,59,13.33333333,12.875,Dropout
0,1,0,0,30,12.22222222,11.6,Graduate
1,1,0,1,18,11.33333333,10.83333333,Graduate
0,1,1,0,25,11,12,Graduate
0,1,1,0,36,13.8,13.8,Graduate
0,1,1,0,36,12,0,Dropout
0,0,1,0,19,11.25,10.16666667,Dropout
0,1,1,0,25,10.5,12,Graduate
0,1,1,0,35,11.55555556,11.61538462,Graduate
0,1,1,0,20,14,0,Dropout
1,0,1,0,35,13,0,Dropout
1,1,0,0,27,11,11,Dropout
1,1,0,0,18,13.68142857,13.68142857,Graduate
0,1,0,0,23,12.1,12.61666667,Graduate
1,1,0,0,19,10.5,11.25,Graduate
1,1,0,1,18,11.94,12.8,Graduate
0,0,0,0,26,12.86,11.56666667,Dropout
0,1,0,0,19,14.25,14,Graduate
1,0,0,0,19,0,0,Dropout
1,1,0,0,18,0,0,Dropout
1,1,0,1,19,13.89428571,14.3625,Graduate
1,1,0,1,19,13.46875,13.31375,Graduate
1,1,0,1,19,13.6,14.6,Graduate
0,1,0,1,21,14.66666667,13.83333333,Graduate
1,1,0,0,18,13.66666667,13,Graduate
1,1,0,0,33,13.3,13.72727273,Graduate
0,1,0,0,32,13.45454545,12.42857143,Graduate
1,1,0,1,17,13.41625,13.41625,Graduate
0,1,0,0,31,0,0,Dropout
0,1,0,1,32,11.33333333,13,Graduate
1,1,0,0,18,16,14.625,Dropout
0,1,0,0,31,11,10.16666667,Graduate
0,1,1,0,20,12.85714286,12.4,Graduate
0,0,1,0,40,0,0,Dropout
1,1,1,0,32,14.8,14.2,Graduate
0,0,1,0,40,13,14,Dropout
0,1,1,1,18,0,0,Graduate
0,0,1,0,28,10,10,Dropout
1,1,1,0,19,11.2,12,Graduate
0,1,1,1,19,11.83333333,13,Graduate
0,1,1,0,21,0,0,Dropout
1,1,1,0,22,10.5,0,Dropout
1,0,1,0,18,12.5,13.57142857,Dropout
1,1,1,0,27,0,0,Dropout
0,1,1,0,19,11,10,Graduate
1,1,1,0,30,12.33333333,12,Graduate
0,1,1,0,28,0,10,Dropout
0,1,1,1,34,17,11,Graduate
0,1,1,0,21,11,11.42857143,Graduate
0,1,1,1,20,11.14285714,11.57142857,Graduate
0,0,1,0,31,12.16666667,12,Dropout
0,0,1,0,21,11,11.5,Dropout
1,0,1,0,27,11,10.66666667,Dropout
1,1,1,0,19,13.25,11.8,Graduate
1,1,1,0,21,0,10,Graduate
1,0,1,0,21,12.5,0,Dropout
0,0,1,0,35,12.14285714,12.25,Dropout
0,1,1,0,28,12,11.33333333,Dropout
0,1,1,0,24,11.25,10.42857143,Graduate
1,0,1,0,19,0,0,Dropout
0,0,1,0,20,12.4,13,Graduate
1,1,1,1,20,12.83333333,12.66666667,Graduate
0,1,1,0,19,13,10,Graduate
0,0,1,0,37,12,11.66666667,Dropout
1,1,1,0,19,12,13,Dropout
0,1,1,0,36,0,0,Dropout
0,1,1,0,29,0,0,Dropout
0,1,1,0,30,11.375,11.6,Graduate
0,1,1,0,32,12,0,Dropout
1,1,1,0,26,11.83333333,11.66666667,Graduate
0,1,1,0,37,12,10.5,Dropout
0,1,1,0,27,12,11,Dropout
1,1,1,1,18,12.71428571,11.83333333,Graduate
0,1,1,1,18,15.3,15.3,Graduate
0,0,1,0,32,11.5,0,Dropout
0,1,1,0,20,13,12.6,Graduate
0,1,1,0,22,0,0,Dropout
0,1,0,0,32,0,0,Dropout
1,1,0,0,21,11,12,Graduate
0,0,0,0,19,12.66666667,13.125,Dropout
1,1,0,1,18,13.5,14,Graduate
1,1,0,1,18,12,11.4,Graduate
1,0,0,0,38,0,0,Dropout
1,1,0,0,21,11.8,10.5,Dropout
0,0,0,0,21,11.5,13,Dropout
0,1,1,0,26,11.5,12,Graduate
1,1,0,0,19,14.61666667,14.61666667,Graduate
1,1,0,1,19,14.06,14.06,Graduate
0,1,0,0,18,11,11.33333333,Dropout
0,1,0,0,25,0,0,Dropout
1,1,0,0,19,12.19230769,12.19230769,Graduate
1,1,0,1,18,12.83333333,12.33333333,Graduate
0,1,0,1,19,12.875,11.83333333,Graduate
1,1,0,1,22,12.16666667,12.5,Graduate
1,1,0,0,21,13.42857143,12.85714286,Graduate
1,1,0,1,21,14.5,14.66666667,Graduate
0,1,0,1,20,12.14285714,12.85714286,Graduate
0,1,0,0,19,11.25,11.71428571,Graduate
1,1,0,0,18,13.9,13.9,Graduate
0,1,0,0,26,13.76666667,12.06666667,Dropout
1,1,0,0,31,11.61538462,12.54545455,Dropout
1,1,0,1,18,15.16666667,14.14285714,Graduate
0,1,0,0,35,0,0,Dropout
1,1,0,0,19,14.5,11.33333333,Graduate
0,1,0,1,19,10.8,10.71428571,Graduate
0,1,0,0,18,13.99571429,14.95555556,Graduate
0,1,0,0,20,13.28571429,11.8,Graduate
1,1,0,1,19,12.75,13.25,Graduate
0,1,0,1,21,10.5,12.4,Graduate
0,1,0,1,18,12.71428571,12.28571429,Graduate
0,1,0,0,23,12.88625,12.88625,Graduate
0,1,0,1,21,13,12.66666667,Graduate
0,1,0,1,19,12.2,11.2,Graduate
1,1,0,0,19,12.8,14.5,Graduate
1,1,0,0,20,13.78571429,13.88888889,Graduate
0,1,0,0,18,0,13.25,Graduate
1,1,0,1,18,14.50125,14.50125,Graduate
0,1,0,0,19,14.35,14.35,Graduate
0,1,0,1,21,11.5,12.33333333,Graduate
1,1,0,1,18,11.71428571,14.66666667,Graduate
0,1,0,0,20,13.57142857,13.6,Graduate
0,1,0,0,18,13,13.66666667,Graduate
1,1,0,1,18,13.56875,14.02625,Graduate
0,1,0,0,32,10.2,11.25,Graduate
1,1,0,0,18,0,0,Graduate
1,1,0,0,19,12.2,11.8,Graduate
1,1,0,1,18,14.15375,14.15375,Graduate
0,0,0,0,18,0,0,Dropout
1,1,0,0,20,13.83333333,12.83333333,Graduate
1,1,0,0,19,13.42857143,14,Graduate
1,1,0,0,19,12.45428571,12.45428571,Graduate
0,1,0,0,18,11,0,Graduate
1,1,0,0,18,0,0,Dropout
1,1,0,1,18,13.27166667,12.94375,Graduate
1,1,0,0,20,13.54833333,14.775,Graduate
0,1,0,0,19,12.16666667,12.5,Graduate
0,1,0,0,21,11,0,Dropout
1,1,0,1,19,13.28571429,14.42857143,Graduate
1,1,0,1,20,13.33333333,14,Graduate
0,1,0,1,21,13.2575,13.2575,Graduate
1,1,0,0,23,0,0,Dropout
0,0,0,1,18,12.66666667,11.5,Dropout
0,1,0,0,30,14.6,15.4,Dropout
1,1,0,0,20,0,0,Dropout
0,0,0,0,29,12.33333333,0,Dropout
1,1,0,0,24,10.8,11,Graduate
1,1,0,0,20,11.66666667,11.33333333,Graduate
0,1,0,0,27,12.5,14.33333333,Dropout
0,1,0,0,23,0,0,Dropout
0,1,0,1,23,15.33333333,14.16666667,Graduate
1,1,0,0,18,14.2,14.2,Graduate
1,1,0,1,19,14.83333333,14.66666667,Graduate
1,1,0,0,19,13.64285714,14.3875,Dropout
1,1,0,1,18,13.83333333,14,Dropout
1,1,0,0,19,11.83333333,13,Graduate
0,1,0,1,18,13.42857143,13.5,Graduate
1,1,0,0,29,10.5,10.33333333,Graduate
0,1,0,0,24,11.41666667,11.9625,Graduate
1,1,0,0,19,12.75,11,Dropout
0,1,0,0,19,11.15,12.81428571,Graduate
0,1,0,0,19,11.66666667,13.625,Graduate
1,1,0,0,20,11.5,12.4,Graduate
0,1,0,0,18,13.83333333,12.66666667,Graduate
1,0,0,0,18,11.71428571,11.33333333,Dropout
1,1,0,1,19,11.67857143,13.0375,Graduate
1,1,0,0,19,15.71428571,14.66666667,Dropout
1,1,0,1,18,0,0,Graduate
1,1,0,1,19,13,13,Graduate
1,1,0,1,18,14.48571429,14.58888889,Graduate
0,1,0,0,24,12.28571429,12.125,Graduate
0,1,0,0,28,13.375,13.5,Graduate
0,1,0,0,20,11.57142857,11.57142857,Graduate
1,1,0,1,19,12.65714286,12.65714286,Graduate
0,0,0,0,22,10,10,Dropout
1,1,0,0,19,13.71428571,13.16666667,Graduate
1,1,0,0,36,13.07142857,13,Graduate
0,1,0,1,19,15.33333333,14,Graduate
0,1,0,0,18,11.57142857,12.14285714,Graduate
0,0,0,0,40,0,0,Dropout
1,1,0,1,19,12.9,12.9,Graduate
0,1,0,0,38,13.126,13.126,Graduate
0,1,0,0,32,11.5,11.66666667,Dropout
1,1,0,0,19,10.33333333,11.8,Graduate
1,1,0,0,19,13.5,13.42857143,Graduate
0,1,0,0,35,0,0,Dropout
1,1,0,0,20,12,11.5,Graduate
0,1,0,0,29,11.14285714,11.375,Graduate
0,1,0,0,29,11.4,10.25,Graduate
1,1,0,1,19,12.77142857,12.77142857,Graduate
1,1,0,1,18,13.79857143,13.79857143,Graduate
0,0,0,0,25,13.33333333,13.5,Graduate
0,0,0,0,50,0,0,Dropout
0,1,0,0,24,11.35714286,12.84615385,Dropout
0,1,0,0,18,0,0,Dropout
1,1,0,0,20,15.69230769,14.42857143,Graduate
1,1,0,1,20,15.05263158,14.53846154,Graduate
0,1,0,0,21,11.5,12.4,Dropout
0,1,1,0,28,11,10,Graduate
0,1,1,1,19,13,13.16666667,Graduate
0,1,1,1,18,12.93875,12.93875,Graduate
0,1,1,0,22,0,0,Graduate
0,1,1,0,25,0,0,Dropout
0,0,1,0,37,13,12.88,Dropout
0,0,1,0,38,12.18,11.8125,Dropout
0,1,1,0,36,11.33333333,11.4,Dropout
1,1,1,0,18,13,13,Graduate
0,0,1,0,19,0,0,Dropout
0,1,1,0,24,12.5,12.33333333,Dropout
0,1,1,0,20,11,12.16666667,Graduate
1,1,1,0,21,0,0,Dropout
1,1,1,0,32,0,0,Dropout
0,1,1,0,39,0,10,Dropout
0,0,1,0,33,0,0,Dropout
0,1,1,1,20,12.4,10.75,Graduate
0,1,1,0,19,15.5,14.1,Graduate
0,0,1,0,43,11.5,10.8,Dropout
0,1,1,0,49,13.33333333,11.6,Dropout
1,1,1,1,18,12.66666667,13.5,Graduate
0,1,1,0,27,0,0,Graduate
1,1,1,1,19,12.6,13.6,Dropout
0,1,1,1,45,13.5,0,Dropout
1,0,1,0,19,13,13,Graduate
0,1,1,1,21,11.71428571,11.75,Graduate
0,1,1,1,18,12.16666667,13,Graduate
0,1,1,0,18,0,0,Dropout
0,0,1,0,29,0,0,Dropout
0,1,1,0,19,11.5,11.6,Graduate
1,1,1,1,18,11.25,12.25,Graduate
0,1,1,1,22,12.28571429,12.375,Graduate
1,1,1,1,18,12.71857143,12.80555556,Dropout
0,1,1,0,20,12.4,15,Graduate
1,1,1,0,20,0,0,Dropout
0,1,1,1,29,14,0,Dropout
1,1,1,0,29,11.66666667,11.25,Dropout
1,1,1,0,23,13,11.25,Graduate
1,1,1,0,19,0,0,Dropout
1,1,1,0,18,0,12,Dropout
1,1,1,0,22,11.5,12.5,Dropout
1,1,1,0,34,11.71428571,11.5,Dropout
0,1,1,0,26,12.6,13.71428571,Graduate
1,1,1,0,24,11.64285714,11.25,Dropout
1,1,1,1,17,14.875,13.42857143,Graduate
0,1,1,0,21,10,10.33333333,Graduate
0,1,1,0,34,14.2,14.6,Graduate
1,1,1,0,19,12.71428571,13.5,Graduate
0,0,1,0,49,11.6,11.2,Dropout
0,1,1,0,23,11.94,12.2,Dropout
1,1,1,0,18,11.6,14.2,Dropout
0,1,1,0,20,12.7,13.475,Graduate
1,1,1,0,19,13.33333333,13.8,Graduate
1,1,1,0,24,13.33333333,13.11111111,Graduate
1,1,1,0,18,13.4,15,Graduate
0,0,1,0,45,0,0,Dropout
1,1,1,0,30,11,0,Dropout
0,1,1,0,28,12,11.33333333,Dropout
0,1,1,0,40,0,0,Dropout
0,0,1,0,32,0,0,Dropout
1,1,1,0,19,12.5,10.25,Dropout
1,1,1,0,20,13.66666667,12.16666667,Graduate
0,1,1,0,18,10,0,Dropout
0,0,1,0,20,11.5,13,Dropout
0,1,1,0,39,12.25,12.75,Graduate
0,0,1,0,19,13.6,13.66666667,Graduate
0,1,1,0,38,10.5,11.33333333,Graduate
1,1,1,1,18,13.26666667,13.26666667,Graduate
1,1,1,1,18,12.5125,14.1875,Graduate
0,1,1,0,28,0,0,Dropout
1,0,1,0,31,0,0,Dropout
0,1,1,0,23,13.48333333,13.48333333,Graduate
1,1,1,0,21,12.565,12.16,Graduate
0,0,1,0,33,0,0,Dropout
0,1,1,0,22,13,11.66666667,Dropout
1,1,1,0,20,16.5,17.71428571,Dropout
0,1,1,0,19,13.16666667,13.2,Graduate
1,1,1,0,20,13.8,13.14285714,Graduate
1,1,1,0,25,11.16666667,11.8,Graduate
0,0,1,0,25,0,0,Dropout
1,1,1,0,19,12.66666667,12.14285714,Graduate
1,1,1,0,20,12.6,14.5,Graduate
0,1,1,0,33,13.06,0,Graduate
1,1,1,0,19,13.83333333,13.625,Graduate
0,1,1,0,31,0,0,Dropout
0,0,1,0,24,16,16,Dropout
0,0,1,0,23,0,0,Dropout
0,0,1,1,26,10.66666667,10.66666667,Dropout
1,1,1,0,38,14.5,14.5,Graduate
1,1,1,1,20,14,13.8,Graduate
1,1,1,0,20,13.33333333,13.57142857,Graduate
0,1,1,0,25,0,0,Dropout
1,1,1,0,19,12,11.2,Graduate
0,1,1,0,18,16.2,16,Graduate
0,1,1,0,28,10.28571429,10.6,Dropout
1,1,1,0,18,0,0,Graduate
1,1,1,1,20,13.57142857,13.16666667,Graduate
0,1,1,0,18,14.28571429,14.85714286,Graduate
1,1,1,0,19,10.2,10.5,Graduate
0,1,1,0,24,10.25,10.25,Dropout
1,1,1,0,21,0,0,Dropout
0,1,1,1,20,14.83333333,14.83333333,Graduate
1,1,1,0,21,13.625,12.6,Graduate
0,1,1,0,24,12.27142857,13.65714286,Graduate
0,1,1,0,27,0,0,Dropout
1,0,1,0,19,12.5,10.5,Graduate
0,1,1,0,39,13.22222222,13.14285714,Graduate
0,1,1,0,25,15,11.5,Dropout
0,0,1,0,18,0,0,Dropout
0,1,1,0,19,13.16666667,13,Graduate
0,1,1,1,21,13.83333333,14,Graduate
0,1,1,0,27,0,0,Dropout
1,1,1,0,19,0,0,Graduate
1,1,1,0,18,13.15428571,13.15428571,Graduate
1,1,1,0,27,12.33333333,13.16666667,Dropout
1,1,1,0,18,13,11.8,Dropout
0,1,1,0,19,11.5,11.4,Graduate
0,1,1,0,19,13.25,12,Dropout
0,1,1,0,22,13.33333333,12.75,Graduate
1,1,0,0,18,13.5,12.16666667,Graduate
1,1,0,1,18,12.66666667,12.8,Graduate
0,1,0,0,23,15.09090909,14.5,Dropout
1,0,1,0,20,0,0,Dropout
1,1,1,0,18,13.16666667,12.66666667,Graduate
1,1,1,0,18,12.83333333,12.83333333,Graduate
1,1,1,0,18,11.8,12,Graduate
1,1,1,0,20,11.83333333,12.16666667,Graduate
1,1,1,0,20,12.8,12.75,Graduate
0,1,1,0,21,11.8,11,Dropout
0,1,1,0,22,0,0,Graduate
1,1,1,0,20,15.8,14.57142857,Dropout
0,1,1,0,19,0,0,Graduate
1,1,1,0,19,12.5,11.6,Graduate
1,1,1,0,20,14.66666667,13.85714286,Graduate
1,1,1,0,19,12.5,12,Dropout
1,1,1,0,19,12,10.5,Dropout
0,1,1,0,24,13.14285714,11.83333333,Graduate
0,1,1,0,18,12.66666667,11.14285714,Dropout
0,0,1,1,18,15,14.2,Graduate
1,1,0,0,18,13.6,11.8,Dropout
1,1,0,0,18,12.5,13.83333333,Graduate
1,1,0,1,21,13.33333333,13.5,Graduate
0,1,0,0,18,12.25,11,Dropout
1,1,0,1,18,15.10142857,16.09375,Graduate
1,1,0,1,18,13.16666667,16,Graduate
